Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
Blue Period,8.61,38356,93,98,129993,8581,Manga,3,16,Publishing,"[""'Award Winning'"", ""'Drama'"", ""'School'"", ""'Visual Arts'""]",Seinen,Afternoon,"[""'Yamaguchi,Tsubasa'""]",2017-06-24,Updating,40,39,0,1
Banana Fish,8.6,15537,94,285,59414,2441,Manga,19,110,Finished,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Delinquents'""]",Shoujo,Betsucomi,"[""'Yoshida,Akimi'""]",1985-04-13,1994-03-12,17,15,1,1
Kono Subarashii Sekai ni Shukufuku wo! (Konosuba: God's Blessing on This Wonderful World!),8.6,18155,95,309,55142,2943,Light Novel,17,127,Finished,"[""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Isekai'"", ""'Parody'""]",,,"[""'Mishima,Kurone'"", ""'Akatsuki,Natsume'""]",2013-10-01,2020-05-01,20,19,1,0
Seishun Buta Yarou Series (Rascal Does Not Dream),8.6,6261,96,678,27579,1077,Light Novel,15,16,Finished,"[""'Drama'"", ""'Romance'"", ""'Supernatural'"", ""'School'""]",,,"[""'Kamoshida,Hajime'"", ""'Mizoguchi,Keiji'""]",2014-04-10,2024-10-10,6,4,2,0
"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka (Will you marry me again if you are reborn?)",8.6,10484,97,642,29038,899,Manga,4,26,Finished,"[""'Romance'""]",,Gene pixiv,"[""'Morinaga,Miku'""]",2017-10-20,2019-09-20,24,24,0,0
19 Tian,8.6,4308,98,1946,10773,724,Manhua,3,16,Publishing,"[""'Boys Love'"", ""'Comedy'""]",,,"[""'Old Xian'""]",2018-10-19,Updating,3,3,0,0
Skip to Loafer (Skip and Loafer),8.59,10833,99,427,41828,2166,Manga,3,16,Publishing,"[""'Award Winning'"", ""'Drama'"", ""'School'""]",Seinen,Afternoon,"[""'Takamatsu,Misaki'""]",2018-08-25,Updating,16,16,0,0
Kimi to Tsuzuru Utakata (The Summer You Were There),8.59,6582,100,1058,18667,868,Manga,6,32,Finished,"[""'Girls Love'"", ""'School'""]",,Comic Yuri Hime,"[""'Yuama'""]",2020-05-18,2024-01-18,15,15,0,0
Ao Ashi,8.59,13590,101,561,32993,1840,Manga,3,16,Publishing,"[""'Award Winning'"", ""'Sports'"", ""'Team Sports'""]",Seinen,Big Comic Spirits,"[""'Kobayashi,Yuugo'"", ""'Ueno,Naohiko'""]",2015-01-05,Updating,18,17,1,0
Mahoutsukai no Yoru (Witch on the Holy Night),8.59,787,102,4037,5408,183,Light Novel,1,8,Finished,"[""'Mystery'"", ""'Supernatural'""]",,,"[""'Nasu,Kinoko'""]",2012-04-12,2012-04-12,4,4,0,0
Shigatsu wa Kimi no Uso (Your Lie in April),8.59,34926,103,193,81879,2686,Manga,11,44,Finished,"[""'Award Winning'"", ""'Drama'"", ""'Romance'"", ""'Music'"", ""'School'""]",Shounen,Shounen Magazine (Monthly),"[""'Arakawa,Naoshi'""]",2011-04-06,2015-02-06,16,12,4,0
Omniscient Reader's Viewpoint,8.58,54316,104,100,127323,6850,Manhwa,3,16,Publishing,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Urban Fantasy'""]",,Naver Webtoon,"[""'sing N song,Sleepy-C'""]",2020-05-26,Updating,32,25,2,5
Seasons of Blossom,8.58,5701,105,1606,13076,639,Manhwa,12,135,Finished,"[""'Romance'"", ""'Love Polygon'""]",,Naver Webtoon,"[""'Hongduck,NEMONE'""]",2020-06-24,2023-03-24,9,9,0,0
After School Lessons for Unripe Apples,8.58,2344,106,3487,6259,403,Manhwa,3,16,Publishing,"[""'Romance'"", ""'School'""]",,Naver Webtoon,"[""'Soonkki'""]",2020-12-23,Updating,4,4,0,0
Tobaku Datenroku Kaiji: One Poker-hen,8.58,3977,107,2252,9416,489,Manga,16,155,Finished,"[""'Drama'"", ""'Adult Cast'"", ""'High Stakes Game'"", ""'Psychological'"", ""'Strategy Game'""]",Seinen,Young Magazine (Weekly),"[""'Fukumoto,Nobuyuki'""]",2013-06-03,2017-08-21,5,4,0,1
Kino no Tabi: The Beautiful World,8.58,3237,108,967,19976,495,Light Novel,3,16,Publishing,"[""'Adventure'"", ""'Drama'"", ""'Fantasy'"", ""'Mystery'"", ""'Sci-Fi'"", ""'Psychological'""]",,,"[""'Sigsawa,Keiichi'"", ""'Kuroboshi,Kouhaku'""]",2000-03-10,Updating,7,7,0,0
Usogui,8.58,8172,109,425,42249,1794,Manga,49,541,Finished,"[""'Action'"", ""'High Stakes Game'"", ""'Psychological'"", ""'Strategy Game'""]",Seinen,Young Jump,"[""'Sako,Toshio'""]",2006-05-11,2017-12-21,30,25,3,2
Shinseiki Evangelion (Neon Genesis Evangelion),8.57,51704,110,116,117012,7772,Manga,14,97,Finished,"[""'Action'"", ""'Drama'"", ""'Mystery'"", ""'Sci-Fi'"", ""'Suspense'"", ""'Mecha'"", ""'Psychological'""]",Seinen,Young Ace,"[""'Sadamoto,Yoshiyuki'""]",1994-12-26,2013-06-04,28,25,3,0
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai (JoJo's Bizarre Adventure Part 4: Diamond Is Unbreakable),8.57,63466,111,134,106057,6473,Manga,18,174,Finished,"[""'Action'"", ""'Supernatural'""]",Shounen,Shounen Jump (Weekly),"[""'Araki,Hirohiko'""]",1992-04-21,1995-11-21,23,22,0,1
Chihayafuru,8.57,14862,112,357,48502,2752,Manga,50,252,Finished,"[""'Award Winning'"", ""'Drama'"", ""'Love Polygon'"", ""'Strategy Game'""]",Josei,Be-Love,"[""'Suetsugu,Yuki'""]",2007-12-28,2022-08-01,9,9,0,0
Pandora Hearts,8.56,62763,113,52,179730,16661,Manga,24,107,Finished,"[""'Adventure'"", ""'Fantasy'"", ""'Mystery'"", ""'Supernatural'""]",Shounen,GFantasy,"[""'Mochizuki,Jun'""]",2006-05-18,2015-03-18,97,91,4,2
Otoyomegatari (A Bride's Story),8.56,16717,114,216,74220,2712,Manga,3,16,Publishing,"[""'Award Winning'"", ""'Romance'"", ""'Historical'""]",Seinen,Aokishi,"[""'Mori,Kaoru'""]",2008-10-14,Updating,20,20,0,0
Diamond no Ace Act II (Ace of the Diamond Act II),8.56,7831,115,1127,17509,1055,Manga,34,309,Finished,"[""'Sports'"", ""'School'"", ""'Team Sports'""]",Shounen,Shounen Magazine (Weekly),"[""'Terajima,Yuuji'""]",2015-08-19,2022-10-26,5,5,0,0
Jibaku Shounen Hanako-kun (Toilet-Bound Hanako-kun),8.55,42011,116,113,117872,11366,Manga,3,16,Publishing,"[""'Supernatural'"", ""'School'""]",Shounen,GFantasy,"[""'Aida,Iro'""]",2014-12-18,Updating,34,29,1,4
Skip Beat!,8.55,39614,117,163,92926,9132,Manga,3,16,Publishing,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Love Polygon'"", ""'Showbiz'""]",Shoujo,Hana to Yume,"[""'Nakamura,Yoshiki'""]",2002-02-15,Updating,57,53,4,0
Hi no Tori (1967) (Phoenix),8.55,4628,118,812,23397,716,Manga,16,19,Finished,"[""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'Sci-Fi'"", ""'Supernatural'"", ""'Historical'"", ""'Psychological'"", ""'Space'""]",Shounen,Manga Shounen,"[""'Tezuka,Osamu'""]",1966-12-20,1988-02-01,8,8,0,0
Kara no Kyoukai: The Garden of Sinners,8.55,3391,119,1138,17372,574,Light Novel,2,10,Finished,"[""'Fantasy'"", ""'Horror'"", ""'Mystery'"", ""'Supernatural'"", ""'Mythology'"", ""'Psychological'"", ""'School'""]",,,"[""'Type-Moon,Nasu'"", ""'Kinoko,Takeuchi'"", ""'Takashi'""]",1998-10-01,1999-08-01,3,3,0,0
Shingeki no Kyojin (Attack on Titan),8.55,415004,120,2,666675,69117,Manga,34,141,Finished,"[""'Action'"", ""'Award Winning'"", ""'Drama'"", ""'Gore'"", ""'Military'"", ""'Survival'""]",Shounen,Bessatsu Shounen Magazine,"[""'Isayama,Hajime'""]",2009-09-09,2021-04-09,448,279,55,114
Umineko no Naku Koro ni,8.55,2084,121,3202,6812,523,Light Novel,8,16,Finished,"[""'Fantasy'"", ""'Horror'"", ""'Mystery'"", ""'Supernatural'"", ""'Suspense'"", ""'Psychological'""]",,,"[""'Ryukishi07,Tomohi'""]",2009-07-01,2010-08-03,0,0,0,0
The Fable,8.55,15937,122,322,53004,1679,Manga,22,240,Finished,"[""'Award Winning'"", ""'Comedy'"", ""'Organized Crime'""]",Seinen,Young Magazine (Weekly),"[""'Minami,Katsuhisa'""]",2014-11-01,2019-11-18,23,20,3,0
Rurouni Kenshin: Meiji Kenkaku Romantan (Rurouni Kenshin: Meiji Swordsman Romantic Story),8.54,48746,123,143,99955,7198,Manga,28,259,Finished,"[""'Action'"", ""'Drama'"", ""'Historical'"", ""'Samurai'""]",Shounen,Shounen Jump (Weekly),"[""'Watsuki,Nobuhiro'""]",1994-04-12,1999-09-21,33,31,2,0
Kamisama Hajimemashita (Kamisama Kiss),8.54,36498,124,165,91413,5569,Manga,25,154,Finished,"[""'Comedy'"", ""'Fantasy'"", ""'Romance'"", ""'Supernatural'"", ""'Mythology'""]",Shoujo,Hana to Yume,"[""'Suzuki,Julietta'""]",2008-02-20,2016-05-20,28,26,2,0
One Outs,8.54,12445,125,511,35664,1320,Manga,20,175,Finished,"[""'Sports'"", ""'Adult Cast'"", ""'Psychological'"", ""'Team Sports'""]",Seinen,Business Jump,"[""'Kaitani,Shinobu'""]",1998-11-14,2006-08-15,9,8,1,0
Fruits Basket,8.53,74238,126,80,145441,14640,Manga,23,136,Finished,"[""'Award Winning'"", ""'Drama'"", ""'Romance'"", ""'Supernatural'"", ""'Love Polygon'"", ""'School'""]",Shoujo,Hana to Yume,"[""'Takaya,Natsuki'""]",1998-07-18,2006-11-20,77,73,2,2
Suzumiya Haruhi Series,8.53,12174,127,470,38795,1790,Light Novel,3,16,Publishing,"[""'Comedy'"", ""'Drama'"", ""'Sci-Fi'"", ""'Supernatural'"", ""'School'""]",,The Sneaker,"[""'Tanigawa,Nagaru'"", ""'Itou,Noizi'""]",2003-06-06,Updating,10,10,0,0
Ping Pong,8.53,7230,128,857,22353,733,Manga,5,55,Finished,"[""'Drama'"", ""'Sports'""]",Seinen,Big Comic Spirits,"[""'Matsumoto,Taiyou'""]",1996-01-01,1997-01-01,7,6,1,0
Medalist,8.53,2126,129,1594,13162,338,Manga,3,16,Publishing,"[""'Award Winning'"", ""'Drama'"", ""'Sports'""]",Seinen,Afternoon,"[""'Tsurumaikada'""]",2020-05-25,Updating,4,4,0,0
Sasaki to Miyano (Sasaki and Miyano),8.53,12005,130,488,37529,2286,Manga,3,16,Publishing,"[""'Boys Love'"", ""'Otaku Culture'"", ""'School'""]",,Gene pixiv,"[""'Harusono,Shou'""]",2016-02-26,Updating,12,10,1,1
Tokyo Ghoul,8.53,283378,131,6,520198,46506,Manga,14,144,Finished,"[""'Action'"", ""'Fantasy'"", ""'Horror'"", ""'Gore'"", ""'Psychological'"", ""'Urban Fantasy'""]",Seinen,Young Jump,"[""'Ishida,Sui'""]",2011-09-08,2014-09-18,141,108,28,5
Nan Hao Shang Feng,8.53,6534,132,1153,17129,495,Manhua,3,16,Publishing,"[""'Comedy'"", ""'School'""]",,,"[""'Brownie'""]",2021-04-30,Updating,8,8,0,0
Eleceed,8.53,11707,133,647,28717,1331,Manhwa,3,16,Publishing,"[""'Action'"", ""'Super Power'""]",,Naver Webtoon,"[""'Kim,Hye-Jin'"", ""'Son,Jae-Ho'""]",2018-10-02,Updating,15,13,1,1
Hirayasumi,8.52,3162,134,1287,15745,456,Manga,3,16,Publishing,"[""'Slice of Life'""]",Seinen,Big Comic Spirits,"[""'Shinzou,Keigo'""]",2021-04-26,Updating,5,5,0,0
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka? (WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?),8.52,5785,135,713,26421,906,Light Novel,5,25,Finished,"[""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'Sci-Fi'""]",,,"[""'Kareno,Akira'"", ""'ue'""]",2014-11-01,2016-04-01,6,5,1,0
Billy Bat,8.52,19636,136,222,72470,2572,Manga,20,165,Finished,"[""'Drama'"", ""'Mystery'"", ""'Supernatural'"", ""'Detective'"", ""'Historical'"", ""'Psychological'""]",Seinen,Morning,"[""'Urasawa,Naoki'"", ""'Nagasaki,Takashi'""]",2008-10-16,2016-08-18,26,22,2,2
Monogatari Series: Monster Season,8.52,1708,137,2695,8029,104,Light Novel,6,16,Finished,"[""'Comedy'"", ""'Mystery'"", ""'Supernatural'"", ""'Vampire'""]",,,"[""'NISIO,ISIN'"", ""'VOFAN'""]",2017-07-20,2021-08-19,2,2,0,0
Given,8.51,25235,138,256,64885,4474,Manga,9,58,Finished,"[""'Boys Love'"", ""'Drama'"", ""'Music'"", ""'School'""]",,Cheri+,"[""'Kizu,Natsuki'""]",2013-04-30,2023-03-30,19,12,6,1
The Legend of the Northern Blade,8.51,14513,139,482,38012,1127,Manhwa,3,16,Publishing,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Martial Arts'""]",,KakaoPage,"[""'Woogack,Hae'"", ""'Min'""]",2019-12-31,Updating,10,9,1,0
Kidou Senshi Gundam: The Origin (Mobile Suit Gundam: The Origin),8.51,4257,140,1210,16403,773,Manga,24,112,Finished,"[""'Action'"", ""'Award Winning'"", ""'Drama'"", ""'Sci-Fi'"", ""'Mecha'"", ""'Military'"", ""'Space'""]",Shounen,Gundam Ace,"[""'Yasuhiko,Yoshikazu'"", ""'Tomino,Yoshiyuki'""]",2001-06-25,2014-06-26,4,3,0,1
Baccano!,8.51,3083,141,939,20352,491,Light Novel,22,16,On Hiatus,"[""'Action'"", ""'Fantasy'"", ""'Mystery'"", ""'Organized Crime'""]",,,"[""'Narita,Ryohgo'"", ""'Enami,Katsumi'""]",2003-02-10,2016-08-10,2,2,0,0
Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch (Umineko WHEN THEY CRY Episode 5: End of the Golden Witch),8.51,7560,142,1286,15746,494,Manga,6,27,Finished,"[""'Drama'"", ""'Fantasy'"", ""'Horror'"", ""'Mystery'"", ""'Supernatural'"", ""'Suspense'"", ""'Psychological'""]",Shounen,Gangan Joker,"[""'Ryukishi07,Akitaka'""]",2010-10-22,2012-11-22,3,3,0,0
Steins;Gate,8.51,3710,143,1509,13719,193,Light Novel,5,17,Finished,"[""'Sci-Fi'"", ""'Suspense'""]",,,"[""'Sakai,Kyuuta'"", ""'Miwa,Kiyomune'""]",2011-06-30,2012-05-31,0,0,0,0
Kakukaku Shikajika (Blank Canvas: My So-Called Artist's Journey),8.51,7486,144,675,27803,1100,Manga,5,34,Finished,"[""'Award Winning'"", ""'Slice of Life'"", ""'Memoir'"", ""'Otaku Culture'"", ""'Visual Arts'""]",Josei,Cocohana,"[""'Higashimura,Akiko'""]",2011-11-28,2015-01-28,18,17,0,1
Sakamichi no Apollon,8.5,11335,145,594,31131,961,Manga,9,45,Finished,"[""'Award Winning'"", ""'Drama'"", ""'Romance'"", ""'Love Polygon'"", ""'Music'"", ""'School'""]",Josei,Flowers (Monthly),"[""'Kodama,Yuki'""]",2007-09-28,2012-01-28,11,10,1,0
Bungou Stray Dogs (Bungo Stray Dogs),8.5,29513,146,157,94833,6295,Manga,3,16,Publishing,"[""'Action'"", ""'Mystery'"", ""'Supernatural'"", ""'Detective'""]",Seinen,Young Ace,"[""'Asagiri,Kafka'"", ""'Harukawa35'""]",2012-12-04,Updating,19,15,2,2
Umineko no Naku Koro ni Chiru,8.5,1330,147,5318,3990,193,Light Novel,7,16,Finished,"[""'Fantasy'"", ""'Horror'"", ""'Mystery'"", ""'Supernatural'"", ""'Suspense'"", ""'Psychological'""]",,,"[""'Ryukishi07,Tomohi'""]",2012-07-13,2018-09-30,0,0,0,0
Monogatari Series: Off Season,8.5,1877,148,3176,6872,131,Light Novel,4,155,Finished,"[""'Comedy'"", ""'Drama'"", ""'Mystery'"", ""'Supernatural'"", ""'Vampire'""]",,,"[""'NISIO,ISIN'"", ""'VOFAN'""]",2015-10-05,2017-01-12,2,2,0,0
Ouran Koukou Host Club (Ouran High School Host Club),8.5,61108,149,97,130374,8126,Manga,18,87,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Crossdressing'"", ""'Reverse Harem'"", ""'School'""]",Shoujo,LaLa,"[""'Hatori,Bisco'""]",2002-07-24,2010-09-24,34,30,4,0
Fate/Zero,8.5,8906,150,657,28291,957,Light Novel,4,18,Finished,"[""'Action'"", ""'Fantasy'"", ""'Urban Fantasy'""]",,,"[""'Takeuchi,Takashi'"", ""'Urobuchi,Gen'""]",2006-12-29,2007-12-29,5,5,0,0
Watashitachi no Shiawase na Jikan,8.5,55429,151,114,117633,4776,Manga,1,8,Finished,"[""'Drama'"", ""'Romance'"", ""'Music'"", ""'Psychological'""]",Seinen,Comic Bunch,"[""'Yumeka,Sumomo'""]",2008-03-28,2008-08-22,83,73,5,5
Spy x Family,8.5,131128,152,19,312592,19739,Manga,3,16,Publishing,"[""'Action'"", ""'Comedy'"", ""'Childcare'""]",Shounen,Shounen Jump+,"[""'Endou,Tatsuya'""]",2019-03-25,Updating,57,50,6,1
Bakemonogatari,8.49,11791,153,463,39347,1765,Manga,22,193,Finished,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Mystery'"", ""'Romance'"", ""'Supernatural'"", ""'Vampire'""]",Shounen,Shounen Magazine (Weekly),"[""'Oh! Great,NISIO'"", ""'ISIN'""]",2018-03-14,2023-03-15,12,8,3,1
Yagate Kimi ni Naru: Saeki Sayaka ni Tsuite (Bloom into You: Regarding Saeki Sayaka),8.49,2061,154,2908,7462,251,Light Novel,3,9,Finished,"[""'Drama'"", ""'Girls Love'"", ""'School'""]",,,"[""'Iruma,Hitoma'"", ""'Nakatani,Nio'""]",2018-11-10,2020-03-10,5,5,0,0
Yubisaki to Renren (A Sign of Affection),8.49,13366,155,325,52285,2274,Manga,3,16,Publishing,"[""'Romance'"", ""'Adult Cast'""]",Shoujo,Dessert,"[""'Morishita,Suu'""]",2019-07-24,Updating,11,8,3,0
The Boxer,8.49,21748,156,398,43970,1796,Manhwa,3,123,Finished,"[""'Drama'"", ""'Sports'"", ""'Combat Sports'""]",,Naver Webtoon,"[""'Jeong,Ji-Hoon'""]",2019-12-04,2022-05-04,34,30,3,1
Return of the Blossoming Blade,8.49,10070,157,778,24484,761,Manhwa,3,16,Publishing,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Martial Arts'"", ""'Reincarnation'""]",,Naver Webtoon,"[""'LICO,Biga'""]",2021-03-23,Updating,9,8,1,0
Webtoon Character Na Kang Lim,8.49,2670,158,4076,5344,327,Manhwa,3,172,Finished,"[""'Comedy'"", ""'Romance'"", ""'Supernatural'"", ""'Harem'"", ""'School'"", ""'Time Travel'""]",,Naver Webtoon,"[""'Lee,Kyeongmin'"", ""'Song,Junhyeok'""]",2021-05-04,2024-07-09,14,13,1,0
Kimi no Suizou wo Tabetai (I Want to Eat Your Pancreas),8.49,23994,160,385,45699,1804,Manga,2,10,Finished,"[""'Drama'"", ""'Romance'""]",,Monthly Action,"[""'Kirihara,Idumi'"", ""'Sumino,Yoru'""]",2016-08-25,2017-05-25,22,16,3,3
Bastard,8.48,73552,161,85,140318,6696,Manhwa,5,94,Finished,"[""'Drama'"", ""'Horror'"", ""'Mystery'"", ""'Romance'"", ""'Gore'"", ""'Psychological'""]",,Naver Webtoon,"[""'Kim,Carnby'"", ""'Hwang,Young-chan'""]",2014-07-04,2016-05-06,54,45,8,1
Blue Lock,8.48,83754,162,46,184022,13574,Manga,3,16,Publishing,"[""'Award Winning'"", ""'Sports'"", ""'Team Sports'""]",Shounen,Shounen Magazine (Weekly),"[""'Kaneshiro,Muneyuki'"", ""'Nomura,Yuusuke'""]",2018-08-01,Updating,80,60,10,10
Here U Are,8.48,14284,163,638,29222,1455,Manhua,3,156,Finished,"[""'Boys Love'"", ""'Drama'"", ""'Slice of Life'"", ""'School'""]",,,"[""'D Jun'""]",2017-11-22,2020-12-15,13,11,1,1
Blue Giant,8.48,5192,164,831,22885,494,Manga,10,80,Finished,"[""'Award Winning'"", ""'Music'""]",Seinen,Big Comic,"[""'Ishizuka,Shinichi'""]",2013-05-10,2016-08-25,18,17,1,0
Tensei shitara Slime Datta Ken (That Time I Got Reincarnated as a Slime),8.48,16191,165,439,41022,2189,Light Novel,3,16,Publishing,"[""'Fantasy'"", ""'Isekai'"", ""'Reincarnation'""]",,,"[""'Mitz Vah,Fuse'""]",2014-05-30,Updating,10,8,2,0
"Ohayou, Ibarahime (Wake Up, Sleeping Beauty)",8.48,12391,166,483,37899,1159,Manga,6,26,Finished,"[""'Romance'"", ""'Supernatural'""]",Shoujo,Dessert,"[""'Morino,Megumi'""]",2014-11-22,2017-05-24,28,25,3,0
Spirit Circle,8.48,19043,167,378,46446,2354,Manga,6,45,Finished,"[""'Action'"", ""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Supernatural'"", ""'Reincarnation'""]",Seinen,Young King OURs,"[""'Mizukami,Satoshi'""]",2012-05-30,2016-03-30,26,24,2,0
Chikan Otoko,8.48,24317,168,358,48478,2912,Manga,3,21,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Slice of Life'""]",,,"[""'Yokota,Takuma'""]",2004-01-01,2004-01-01,38,37,1,0
JoJo no Kimyou na Bouken Part 8: JoJolion,8.47,75073,169,76,156477,8216,Manga,27,110,Finished,"[""'Action'"", ""'Adventure'"", ""'Award Winning'"", ""'Mystery'"", ""'Supernatural'""]",Seinen,Ultra Jump,"[""'Araki,Hirohiko'""]",2011-05-19,2021-08-19,64,53,8,3
Vanitas no Karte (The Case Study of Vanitas),8.47,16228,170,241,68419,3630,Manga,3,16,Publishing,"[""'Fantasy'"", ""'Historical'"", ""'Urban Fantasy'"", ""'Vampire'""]",Shounen,Gangan Joker,"[""'Mochizuki,Jun'""]",2015-12-22,Updating,16,11,3,2
Shimanami Tasogare (Our Dreams at Dusk: Shimanami Tasogare),8.47,23290,171,261,63860,3587,Manga,4,23,Finished,"[""'Drama'"", ""'Slice of Life'"", ""'Psychological'""]",Seinen,HiBaNa,"[""'Kamatani,Yuuki'""]",2015-03-06,2018-05-23,37,33,3,1
blanc (Classmates: blanc),8.47,3245,172,2475,8653,174,Manga,2,12,Finished,"[""'Boys Love'"", ""'Drama'"", ""'Slice of Life'""]",,Opera,"[""'Nakamura,Asumiko'""]",2018-02-28,2020-09-16,2,1,1,0
Who Made Me a Princess,8.47,26698,173,311,55057,3048,Manhwa,9,125,Finished,"[""'Drama'"", ""'Fantasy'"", ""'Reincarnation'""]",,,"[""'Plutus,Spoon'""]",2017-12-20,2022-04-30,33,24,7,2
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken (The Angel Next Door Spoils Me Rotten),8.47,5965,174,928,20686,1236,Light Novel,3,16,Publishing,"[""'Comedy'"", ""'Romance'""]",,,"[""'Kazutake,Hazano'"", ""'Hanekoto,Saeki-san'""]",2019-06-14,Updating,21,15,2,4
Cross Game,8.47,9123,175,870,22091,858,Manga,17,170,Finished,"[""'Award Winning'"", ""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Sports'"", ""'School'"", ""'Team Sports'""]",Shounen,Shounen Sunday,"[""'Adachi,Mitsuru'""]",2005-09-02,2010-02-17,9,8,1,0
Eyeshield 21,8.46,36872,176,201,78640,4417,Manga,37,333,Finished,"[""'Sports'"", ""'Team Sports'""]",Shounen,Shounen Jump (Weekly),"[""'Inagaki,Riichiro'"", ""'Murata,Yusuke'""]",2002-07-23,2009-06-15,35,32,3,0
Kami nomi zo Shiru Sekai,8.46,57400,177,126,111309,9213,Manga,26,271,Finished,"[""'Comedy'"", ""'Fantasy'"", ""'Romance'"", ""'Supernatural'"", ""'Harem'"", ""'Otaku Culture'"", ""'School'""]",Shounen,Shounen Sunday,"[""'Wakaki,Tamiki'""]",2008-04-09,2014-04-23,38,35,2,1
Hinamatsuri,8.46,18417,178,302,55899,2088,Manga,19,117,Finished,"[""'Comedy'"", ""'Supernatural'"", ""'Childcare'"", ""'Organized Crime'""]",Seinen,Harta,"[""'Ohtake,Masao'""]",2010-06-15,2020-07-15,24,20,3,1
Song of the Long March,8.45,4962,179,612,30334,832,Manhua,3,16,Publishing,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Historical'""]",,Comic Fans,"[""'Xia,Da'""]",2011-02-01,Updating,11,10,1,0
Ookami to Koushinryou (Spice & Wolf),8.45,14416,180,416,42677,2145,Manga,16,108,Finished,"[""'Adventure'"", ""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'Supernatural'"", ""'Adult Cast'"", ""'Historical'""]",Seinen,Dengeki Maoh,"[""'Koume,Keito'"", ""'Hasekura,Isuna'""]",2007-09-27,2017-12-27,9,9,0,0
Fullmetal Alchemist,8.45,6166,181,1131,17468,474,Light Novel,7,35,Finished,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Fantasy'"", ""'Military'""]",Shounen,,"[""'Arakawa,Hiromu'"", ""'Inoue,Makoto'""]",2003-02-01,2010-04-22,2,1,1,0
Kyou kara Ore wa!!,8.45,6465,182,875,21999,931,Manga,38,366,Finished,"[""'Action'"", ""'Comedy'"", ""'Delinquents'"", ""'School'""]",Shounen,Shounen Sunday,"[""'Nishimori,Hiroyuki'""]",1988-01-01,1997-10-01,14,13,1,0
Rainbow: Nisha Rokubou no Shichinin,8.45,9975,183,486,37585,930,Manga,22,235,Finished,"[""'Award Winning'"", ""'Drama'"", ""'Delinquents'"", ""'Historical'"", ""'Psychological'""]",Seinen,Young Sunday (Weekly),"[""'Abe,George'"", ""'Kakizaki,Masasumi'""]",2002-11-21,2010-01-04,15,10,2,3
Yuukoku no Moriarty (Moriarty the Patriot),8.45,9928,184,487,37587,2214,Manga,3,16,Publishing,"[""'Mystery'"", ""'Suspense'"", ""'Adult Cast'"", ""'Historical'"", ""'Psychological'""]",Shounen,Jump SQ.,"[""'Takeuchi,Ryousuke'"", ""'Miyoshi,Hikaru'""]",2016-08-04,Updating,9,6,2,1
Kage no Jitsuryokusha ni Naritakute! (The Eminence in Shadow),8.45,7066,185,768,24615,1354,Light Novel,3,16,Publishing,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Isekai'"", ""'Reincarnation'""]",,,"[""'Touzai,Aizawa'"", ""'Daisuke'""]",2018-11-05,Updating,6,4,2,0
Spirit Fingers,8.44,3020,186,2852,7627,371,Manhwa,13,163,Finished,"[""'Comedy'"", ""'Romance'"", ""'Slice of Life'""]",,Naver Webtoon,"[""'Han,Kyoung-chal'""]",2015-05-16,2018-07-21,7,7,0,0
Shimeji Simulation,8.44,5376,187,924,20724,1116,Manga,5,49,Finished,"[""'Slice of Life'"", ""'School'""]",,Comic Cune,"[""'Tsukumizu'""]",2019-01-26,2023-11-27,13,10,2,1
Doraemon,8.44,7894,188,1299,15622,922,Manga,45,821,Finished,"[""'Adventure'"", ""'Award Winning'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Slice of Life'"", ""'Anthropomorphic'"", ""'School'""]",Kids,,"[""'Fujiko,Fujio F.'""]",1969-12-01,1996-01-01,7,7,0,0
