Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
Ore no Tame ni Onna ni Natte Kureru Ojisan.,5.07,216,32959,35155,211,2,Doujinshi,1,2,Finished,"May  3, 2015","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Mogiki,Hayami'""]",2015-05-03,2015-05-03,0,0,0,0
Imouto@JC Uraaka,5.07,216,32960,31699,269,0,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'""]",Seinen,Reijin,"[""'Yukiu,Con'""]",2014-12-30,2014-12-30,0,0,0,0
Natsu no Sei,5.07,216,32961,40773,146,0,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Yukiu,Con'""]",2014-08-17,2014-08-17,0,0,0,0
Kyou wa Imouto ga Seme,5.07,216,32962,34925,215,1,Doujinshi,1,2,Finished,"Dec  31, 2013","[""'Hentai'""]",Shoujo,drap,"[""'Yukiu,Con'""]",2013-12-31,2013-12-31,0,0,0,0
Milk Cat,5.07,216,32963,43046,127,0,Doujinshi,1,2,Finished,"Dec  30, 2008","[""'Hentai'""]",Seinen,drap,"[""'Yukiu,Con'""]",2008-12-30,2008-12-30,0,0,0,0
No Contest,5.07,216,32964,39492,157,1,Doujinshi,1,2,Publishing,"Dec  30, 2014 to ?","[""'Hentai'""]",Seinen,Reijin,"[""'Miura,Takehiro'""]",2014-12-30,Updating,0,0,0,0
Kizuna: Cheerleading-hen,5.07,216,32965,41862,137,0,Doujinshi,1,9,Finished,"Aug  17, 2008","[""'Hentai'""]",Shoujo,drap,"[""'Ohtomo,Takuji'"", ""'Mocchii,Minasuki'"", ""'Popuri,Mii'"", ""'Akira'""]",2008-08-17,2008-08-17,0,0,0,0
Miracle Sweet Dream,5.07,216,32966,56317,61,0,Doujinshi,2,2,Finished,"Dec  30, 2000 to Apr  29, 2004","[""'Hentai'""]",Seinen,Galette,"[""'Urotan'""]",2000-12-30,2004-04-29,0,0,0,0
Savage Mind: Hanshoku no Okite,5.07,216,32967,30144,303,0,Doujinshi,1,2,Finished,"Feb  1, 2015","[""'Fantasy'"", ""'Supernatural'"", ""'Hentai'""]",Seinen,Comic ExE,"[""'Yuugiri'""]",2015-02-01,2015-02-01,0,0,0,0
Saku no Kono Hana,5.07,216,32968,37982,174,0,Doujinshi,1,2,Finished,"Aug  2, 2014","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Badi,"[""'Miyashita,Kitsune'""]",2014-08-02,2014-08-02,0,0,0,0
Nyan Sword,5.07,216,32969,43218,126,0,Doujinshi,2,2,Finished,"Aug  16, 2009 to Dec  31, 2009","[""'Fantasy'"", ""'Supernatural'"", ""'Hentai'""]",Shoujo,Reijin,"[""'Shimanto,Youta'""]",2009-08-16,2009-12-31,0,0,0,0
Futanari Fuuzoku de Fudeoroshi Shitemita,5.07,216,32970,42945,128,0,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Akimoto,Karma'""]",2011-08-14,2011-08-14,0,0,0,0
Boku no Bimama wo Tomodachi ga Dakitai Toiu no de Mechakucha Sex Sasete Mita,5.07,216,32971,31211,279,1,Doujinshi,1,2,Finished,"Apr  20, 2015","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Dozamura'""]",2015-04-20,2015-04-20,0,0,0,0
Kemosuku!,5.07,216,32972,52336,75,0,Doujinshi,1,2,Finished,"Aug  16, 2009","[""'Supernatural'"", ""'Hentai'""]",Seinen,Galette meets,"[""'ro'""]",2009-08-16,2009-08-16,0,0,0,0
Mama wa Saimin Chuudoku!,5.07,216,32973,44616,116,0,Doujinshi,1,2,Publishing,"Mar  11, 2015 to ?","[""'Hentai'""]",Seinen,Comic ExE,"[""'Kouzuki,Rio'""]",2015-03-11,Updating,0,0,0,0
Ai Doll Densetsu,5.07,216,32974,45652,109,0,Doujinshi,1,2,Finished,"Mar  19, 2004","[""'Hentai'""]",Seinen,Reijin,"[""'Yuzuki N''""]",2004-03-19,2004-03-19,0,0,0,0
Love & Money,5.07,216,32975,47218,99,0,Doujinshi,1,2,Finished,"Dec  30, 2005","[""'Hentai'""]",Seinen,Galette,"[""'Yuzuki N''""]",2005-12-30,2005-12-30,0,0,0,0
147 Centimeter Bangai-hen,5.07,216,32976,42480,132,1,Doujinshi,1,2,Finished,"Dec  31, 2006","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Yuzuki N''""]",2006-12-31,2006-12-31,0,0,0,0
N-kan,5.07,216,32977,53030,72,0,Doujinshi,1,2,Finished,"Aug  12, 2006","[""'Hentai'""]",Seinen,Badi,"[""'Yuzuki N''""]",2006-08-12,2006-08-12,0,0,0,0
Girls Love Life,5.07,216,32324,43373,125,0,Doujinshi,1,2,Finished,"Aug  16, 2009","[""'Girls Love'"", ""'School'""]",Seinen,Reijin,"[""'Takemiya,Jin'""]",2009-08-16,2009-08-16,0,0,0,0
Girlish Beast [es],5.07,216,32323,47632,97,0,Doujinshi,1,3,Finished,"Feb  11, 2007 to Jun  17, 2007","[""'Girls Love'""]",Seinen,Magazine Cyberia,"[""'Horii,Kisuke'"", ""'Takemiya,Jin'""]",2007-02-11,2007-06-17,0,0,0,0
Blast,5.07,216,32322,45335,111,0,Doujinshi,1,2,Finished,"Feb  14, 2010","[""'Action'"", ""'Girls Love'""]",Seinen,Badi,"[""'Horii,Kisuke'"", ""'Takemiya,Jin'""]",2010-02-14,2010-02-14,0,0,0,0
Back Lash,5.07,216,32321,39361,159,0,Doujinshi,1,2,Finished,"Dec  31, 2007","[""'Girls Love'"", ""'School'""]",Seinen,Comic Valkyrie,"[""'Takemiya,Jin'""]",2007-12-31,2007-12-31,0,0,0,0
Sanran no Susume,5.07,216,32322,52126,76,0,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Supernatural'"", ""'Hentai'""]",Seinen,Comic Valkyrie,"[""'ro'""]",2011-08-14,2011-08-14,0,0,0,0
Trans♂♀,5.07,216,32323,55014,65,0,Doujinshi,1,2,Finished,"Aug  15, 2010","[""'Supernatural'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'ro'""]",2010-08-15,2010-08-15,0,0,0,0
Panty Tea Less Room,5.07,216,32324,45478,110,0,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Comic ExE,"[""'ro'""]",2012-12-31,2012-12-31,0,0,0,0
Kemono no Kuni no Harami Hime,5.07,216,32325,47631,97,0,Doujinshi,1,2,Finished,"Dec  31, 2013","[""'Supernatural'"", ""'Hentai'""]",Seinen,Badi,"[""'ro'""]",2013-12-31,2013-12-31,0,0,0,0
Loli Bakunyuu Idol Kanade ○-sai,5.07,216,32326,47084,100,0,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Supernatural'"", ""'Hentai'""]",Shoujo,drap,"[""'Shinobe'""]",2014-08-17,2014-08-17,0,0,0,0
Border Collie: Youjo Hokan Keikaku,5.07,216,32327,50172,84,0,Doujinshi,2,2,Finished,"Aug  16, 2009 to Dec  31, 2009","[""'Supernatural'"", ""'Hentai'""]",Seinen,Galette meets,"[""'ro'""]",2009-08-16,2009-12-31,0,0,0,0
Ashita Futa Ana,5.07,216,32328,49156,89,0,Doujinshi,1,2,Finished,"Dec  30, 2009","[""'Supernatural'"", ""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'ro'""]",2009-12-30,2009-12-30,0,0,0,0
Imouto wa Inu: Koibito wa Pet,5.07,216,32329,43487,124,0,Doujinshi,1,2,Finished,"Mar  20, 2012","[""'Supernatural'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'ro'""]",2012-03-20,2012-03-20,0,0,0,0
Chimakoma: 4-koma Gekijou,5.07,216,32272,66893,31,0,Doujinshi,4,2,Finished,"Feb  14, 2010 to Feb  5, 2012","[""'Comedy'""]",Shoujo,Comic ExE,"[""'Mucchiri,Muunii'""]",2010-02-14,2012-02-05,0,0,0,0
Other Zone,5.07,216,32273,37320,182,3,Doujinshi,1,2,Publishing,"Dec  29, 2012 to ?","[""'Fantasy'"", ""'Hentai'""]",Seinen,Reijin,"[""'Nanno,Koto'""]",2012-12-29,Updating,0,0,0,0
Fowrlle,5.07,216,32274,37871,175,0,Doujinshi,1,2,Publishing,"Dec  30, 2014 to ?","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Pyon-kti,momi'""]",2014-12-30,Updating,0,0,0,0
Sign,5.07,216,32275,39679,155,3,Doujinshi,4,2,Finished,"Aug  12, 2012 to Dec  30, 2014","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'gozz'""]",2012-08-12,2014-12-30,0,0,0,0
Mogura to Matsuri,5.07,216,32276,45874,107,0,Doujinshi,1,2,Finished,"Dec  30, 2008","[""'Hentai'""]",Seinen,Badi,"[""'Ookami,Uo'""]",2008-12-30,2008-12-30,0,0,0,0
Vampira (Vampira the bloody villian),5.07,216,32277,41210,142,1,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'""]",Seinen,Comic ExE,"[""'Onomeshin'""]",2014-12-30,2014-12-30,0,0,0,0
Pai-Lolis,5.07,216,32278,33256,240,1,Doujinshi,4,2,Finished,"Aug  16, 2014 to Dec  31, 2015","[""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Sorimura,Youji'""]",2014-08-16,2015-12-31,0,0,0,0
Roukagawa-kei Hitaishou Girl,5.07,216,32279,43694,122,0,Doujinshi,1,2,Finished,"Oct  5, 2013","[""'Hentai'""]",Seinen,Comic Valkyrie,"[""'Marneko'""]",2013-10-05,2013-10-05,0,0,0,0
Macaron? Ganache,5.07,216,32280,46010,106,0,Doujinshi,1,2,Finished,"Aug  15, 2010","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Konmori'""]",2010-08-15,2010-08-15,0,0,0,0
Housou Jiko: Torogao♥Namahaishin,5.07,216,32281,37318,182,1,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Kamizuki,Shiki'""]",2014-12-30,2014-12-30,0,0,0,0
The Broken Knightmare,5.07,216,32282,32477,254,0,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Hentai'""]",Shoujo,Galette meets,"[""'Usagi,Nagomu'""]",2013-08-11,2013-08-11,0,0,0,0
y,5.07,216,32283,34769,217,1,Doujinshi,4,2,Finished,"Mar  1, 2009 to Nov  1, 2013","[""'Hentai'"", ""'School'""]",Seinen,Reijin,"[""'Kishi,Kaisei'""]",2009-03-01,2013-11-01,0,0,0,0
Heavy Wing: Liberate - Shugo Senki*Hoshi wo Kaihou suru Shoujo,5.07,216,32284,32796,249,0,Doujinshi,1,2,Finished,"Aug  15, 2010","[""'Action'"", ""'Girls Love'"", ""'Sci-Fi'"", ""'Erotica'"", ""'Hentai'"", ""'Military'""]",Shoujo,Manga Time Family,"[""'Fei'""]",2010-08-15,2010-08-15,1,1,0,0
Mina no Off Kai,5.07,216,32285,39472,158,0,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Kirin,Kakeru'""]",2011-08-14,2011-08-14,0,0,0,0
Aigan Ningyou to Kako ni Torawareta Kanojo,5.07,216,32286,34290,224,0,Doujinshi,1,2,Finished,"Dec  31, 2010","[""'Hentai'""]",Seinen,Comic ExE,"[""'Kirin,Kakeru'""]",2010-12-31,2010-12-31,0,0,0,0
Kousoku→Renai,5.07,216,32287,50655,82,0,Doujinshi,1,2,Finished,"Aug  16, 2009","[""'Hentai'""]",Seinen,Reijin,"[""'Kirin,Kakeru'""]",2009-08-16,2009-08-16,0,0,0,0
Choco yori Amai Nichijou,5.07,216,32288,43855,121,0,Doujinshi,1,2,Finished,"Feb  8, 2009","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Kirin,Kakeru'""]",2009-02-08,2009-02-08,0,0,0,0
Yandere Musume ga Hitobanjuu Fella Suru Hon,5.07,216,32289,43673,123,1,Doujinshi,1,2,Finished,"Dec  30, 2008","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Kirin,Kakeru'""]",2008-12-30,2008-12-30,0,0,0,0
Tsukasa Valentine Dream,5.07,216,32290,37759,176,0,Doujinshi,1,2,Finished,"Feb  10, 2008","[""'Hentai'""]",Shoujo,drap,"[""'Kirin,Kakeru'""]",2008-02-10,2008-02-10,0,0,0,0
Futanari Roshutsu Mania: Tankoubon Hatsubai Kinen Gou,5.07,216,32291,31150,280,3,Doujinshi,1,2,Finished,"May  3, 2014","[""'Hentai'""]",Seinen,Comic Valkyrie,"[""'Kurenai,Yuuji'""]",2014-05-03,2014-05-03,0,0,0,0
Uchuujin no Fuyu,5.07,216,32292,39471,158,0,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Midori no Rupe'""]",2014-12-30,2014-12-30,0,0,0,0
Nama Pink Musume,5.07,216,32293,46433,104,0,Doujinshi,2,2,Finished,"Aug  17, 2014 to Dec  30, 2014","[""'Hentai'""]",Seinen,drap,"[""'Niro'""]",2014-08-17,2014-12-30,0,0,0,0
Hana to Futaba,5.07,216,50706,49151,89,0,Doujinshi,1,2,Finished,"Mar  17, 2011 to Jun  17, 2013","[""'Comedy'"", ""'Girls Love'"", ""'Slice of Life'""]",Seinen,Manga Time Family,"[""'Yoshida,Chiyu'""]",2011-03-17,2013-06-17,0,0,0,0
Futanari Quest: Irina & Aret-hen,5.07,216,50707,36864,188,0,Doujinshi,1,2,Finished,"Aug  11, 2014","[""'Fantasy'"", ""'Hentai'""]",Shoujo,Comic ExE,"[""'Hatakeyama,Momonari'""]",2014-08-11,2014-08-11,0,0,0,0
Futanari Quest,5.07,216,50708,32035,263,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Fantasy'"", ""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,drap,"[""'Hatakeyama,Momonari'""]",2012-08-12,2012-08-12,0,0,0,0
Amai Tsubomi no Sodatekata,5.07,216,50709,43672,123,0,Doujinshi,2,2,Finished,"Nov  10, 2013 to Oct  12, 2014","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Reijin,"[""'Yoshinari,Ayaka'""]",2013-11-10,2014-10-12,0,0,0,0
Nijuuyon no Hitomi,5.07,216,50710,57204,58,0,Doujinshi,2,2,Finished,"Aug  15, 1999 to Dec  26, 1999","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Horikawa,Gorou'""]",1999-08-15,1999-12-26,0,0,0,0
Scar Face,5.07,216,50711,42476,132,0,Doujinshi,1,2,Finished,"Mar  31, 2013","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Galette meets,"[""'Mizuki,Gai'""]",2013-03-31,2013-03-31,0,0,0,0
Mousou to Nawatobi,5.07,216,50712,43962,120,1,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Reijin,"[""'Mizuki,Gai'""]",2012-08-12,2012-08-12,0,0,0,0
Embog,5.07,216,50713,39813,154,0,Doujinshi,1,2,Finished,"Dec  30, 2011","[""'Boys Love'"", ""'Hentai'""]",Seinen,Reijin,"[""'Mizuki,Gai'""]",2011-12-30,2011-12-30,0,0,0,0
Over Love Over,5.07,216,50714,37474,180,2,Doujinshi,1,2,Finished,"Aug  16, 2014","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Galette meets,"[""'Mizuki,Gai'""]",2014-08-16,2014-08-16,0,0,0,0
Backyard Wrestler,5.07,216,50715,48073,94,0,Doujinshi,1,2,Finished,"Dec  29, 2009","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Manga Time Family,"[""'Kojima,Shoutarou'""]",2009-12-29,2009-12-29,0,0,0,0
Please! Come On a My House.,5.07,216,50716,47807,96,0,Doujinshi,2,2,Finished,"Jan  25, 2004 to Aug  14, 2014","[""'Hentai'""]",Seinen,Comic Valkyrie,"[""'Sekiya,Asami'""]",2004-01-25,2014-08-14,0,0,0,0
Gokudou ga Soap de Awa-hime toshite Hataraku Koto ni Natta Kekka,5.07,216,50717,39597,156,1,Doujinshi,1,2,Finished,"Dec  29, 2013","[""'Boys Love'"", ""'Erotica'""]",Shoujo,drap,"[""'Mizuki,Gai'""]",2013-12-29,2013-12-29,1,1,0,0
Ever Green,5.07,216,50718,34289,224,0,Doujinshi,1,2,Finished,Aug  1996,"[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Badi,"[""'Dowman,Sayman'""]",1996-08-01,1996-08-01,0,0,0,0
Soushisouai Ane Ecchi,5.07,216,50719,45646,109,0,Doujinshi,5,2,Finished,"Dec  31, 2012 to Dec  31, 2014","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Nanaroba,Hana'""]",2012-12-31,2014-12-31,0,0,0,0
Saimin Kateikyoushi no Inkou,5.07,216,50720,37688,177,0,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'""]",Seinen,Galette,"[""'Yoshiie'""]",2014-12-30,2014-12-30,0,0,0,0
Oniichan no Oyomesan,5.07,216,50721,41615,139,0,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Comic ExE,"[""'Sakai,Ringo'""]",2013-08-11,2013-08-11,0,0,0,0
Ninshiki Sarenai Sex Zanmai na Hibi,5.07,216,50722,42757,129,0,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Sabusuka'""]",2014-08-17,2014-08-17,0,0,0,0
Mayonaka wa Megami: Netorare Seitenkan,5.07,216,50723,46577,103,0,Doujinshi,2,2,Finished,"Aug  17, 2014 to Dec  30, 2014","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Sai,Kokko'""]",2014-08-17,2014-12-30,0,0,0,0
Haisetsu Shoujo,5.07,216,50724,46007,106,2,Doujinshi,1,2,Publishing,"Aug  14, 2011 to ?","[""'Hentai'""]",Seinen,Reijin,"[""'Shiina,Nami'""]",2011-08-14,Updating,0,0,0,0
The Hanged Man,5.07,216,50725,48071,94,2,Doujinshi,1,2,Finished,"Nov  15, 2009","[""'Hentai'""]",Seinen,Comic ExE,"[""'Sensouji,Kinoto'""]",2009-11-15,2009-11-15,0,0,0,0
Okarada Osouji Maid: Hajimete no Chi○po ni Dai Koufun,5.07,216,50726,40191,150,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Badi,"[""'Matashita,Kintama'""]",2012-08-12,2012-08-12,0,0,0,0
Shota Ninshin,5.07,216,50727,34690,218,2,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Galette,"[""'Matashita,Kintama'""]",2012-12-31,2012-12-31,1,0,1,0
Braja D○ Soccer-bu ni Masawareru,5.07,216,50728,37211,183,0,Doujinshi,1,2,Finished,"Mar  17, 2013","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Reijin,"[""'Matashita,Kintama'""]",2013-03-17,2013-03-17,0,0,0,0
Hentai Hakase to Boku no Goukan Dai Jikken!,5.07,216,50729,43692,122,1,Doujinshi,1,2,Finished,"Oct  8, 2011","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Galette,"[""'Matashita,Kintama'""]",2011-10-08,2011-10-08,0,0,0,0
Imouto no Otetsudai,5.07,216,50730,38190,171,2,Doujinshi,9,2,Finished,"Aug  14, 2011 to Dec  31, 2016","[""'Hentai'""]",Shoujo,Reijin,"[""'Takanae,Kyourin'""]",2011-08-14,2016-12-31,0,0,0,0
"Tomohaha Choukyou: Bokuno Kaasan wa Shiken Kikanchu no 3-kakan, Aitsu no Gangu ni Naru",5.07,216,50731,37870,175,0,Doujinshi,1,2,Finished,"Dec  31, 2014","[""'Hentai'""]",Seinen,Comic ExE,"[""'Karukiya'""]",2014-12-31,2014-12-31,0,0,0,0
Aurora,5.07,216,50732,33122,243,0,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Kawasaki,Tadataka'""]",2013-08-11,2013-08-11,0,0,0,0
H no Tsubomi,5.07,216,50733,41463,140,0,Doujinshi,1,2,Finished,"Dec  31, 2004","[""'Hentai'""]",Seinen,Manga Time Family,"[""'MUMU'""]",2004-12-31,2004-12-31,0,0,0,0
Mirupara! (Milk Paradise!),5.07,216,50734,33454,237,1,Doujinshi,1,2,Finished,"May  5, 2012","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'MUMU'""]",2012-05-05,2012-05-05,0,0,0,0
Black Complex,5.07,216,50735,33712,233,3,Doujinshi,1,2,Finished,"Dec  31, 2009","[""'Hentai'""]",Seinen,Comic ExE,"[""'MUMU'""]",2009-12-31,2009-12-31,0,0,0,0
Double☆Passion,5.07,216,50736,45142,112,0,Doujinshi,1,2,Finished,"Aug  13, 2006","[""'Hentai'""]",Shoujo,Galette,"[""'MUMU'""]",2006-08-13,2006-08-13,0,0,0,0
Iinari-kun,5.07,216,50737,38169,172,0,Doujinshi,1,2,Finished,"Mar  17, 2013","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Badi,"[""'Tsukuru'""]",2013-03-17,2013-03-17,0,0,0,0
Bimajo no Hanazono,5.07,216,50738,46430,104,0,Doujinshi,3,2,Finished,"Feb  18, 2013 to May  6, 2013","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Miyakawa,Hajime'""]",2013-02-18,2013-05-06,0,0,0,0
Aimitsu Milk Tea,5.07,216,50739,32680,251,1,Doujinshi,2,2,Finished,"Dec  31, 2009 to May  4, 2010","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Piririnegi'""]",2009-12-31,2010-05-04,0,0,0,0
Konya wa Kimi no BabyDoll,5.07,216,50740,33254,240,1,Doujinshi,1,2,Finished,"Oct  5, 2013","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Piririnegi'""]",2013-10-05,2013-10-05,0,0,0,0
Akogare no Senpai ni xxx ga Haete Boku no Oshiri ga Yabai.,5.07,216,50741,31327,277,3,Doujinshi,1,2,Finished,"May  6, 2013","[""'Hentai'""]",Seinen,Galette,"[""'Piririnegi'""]",2013-05-06,2013-05-06,0,0,0,0
Twin Prime,5.07,216,50742,35816,202,0,Doujinshi,2,2,Finished,"Nov  14, 2010 to May  3, 2012","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Piririnegi'""]",2010-11-14,2012-05-03,1,1,0,0
Shikotte Dopyutte Uranatte!,5.07,216,50743,38711,166,0,Doujinshi,1,2,Finished,"Dec  31, 2011","[""'Hentai'""]",Shoujo,Galette,"[""'Piririnegi'""]",2011-12-31,2011-12-31,1,1,0,0
Hachimitsu Lemon Tea,5.07,216,50744,39280,160,0,Doujinshi,1,2,Finished,"Aug  15, 2010","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Piririnegi'""]",2010-08-15,2010-08-15,0,0,0,0
Tokyo Charisma Koushuu Benjo (Tokyo Charismatic Public Lavatory),5.07,216,50745,28484,344,0,Doujinshi,3,2,Finished,"Aug  17, 2014 to Dec  31, 2014","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Sunakawa,Tara'""]",2014-08-17,2014-12-31,0,0,0,0
Match Uri no Otoko no Ko to Kimeseku!,5.07,216,50746,40451,148,0,Doujinshi,1,2,Finished,"Apr  29, 2013","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Comic Valkyrie,"[""'Dynamite moca'""]",2013-04-29,2013-04-29,0,0,0,0
Josounin Hibana,5.07,216,50747,31694,269,1,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'"", ""'Crossdressing'""]",Seinen,Manga Time Family,"[""'Maatan'""]",2013-08-11,2013-08-11,0,0,0,0
Milky Bunny,5.07,216,50748,32679,251,2,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,drap,"[""'Maatan'""]",2012-08-12,2012-08-12,0,0,0,0
Shotanari★Sisters,5.07,216,50749,37686,177,0,Doujinshi,1,2,Finished,"Aug  19, 2007","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Maatan'""]",2007-08-19,2007-08-19,0,0,0,0
Swim Angel,5.07,216,50750,34768,217,3,Doujinshi,1,2,Finished,"Dec  31, 2011","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Maatan'""]",2011-12-31,2011-12-31,0,0,0,0
Josou Reijou,5.07,216,50751,37031,185,0,Doujinshi,1,2,Finished,"Aug  16, 2014","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'"", ""'Crossdressing'""]",Shoujo,Galette,"[""'Maatan'""]",2014-08-16,2014-08-16,0,0,0,0
Koisuru Ushi-Chichi,5.07,216,50752,36070,198,0,Doujinshi,1,2,Finished,"Aug  16, 2009","[""'Supernatural'"", ""'Hentai'""]",Seinen,Galette meets,"[""'Manabe,Jouji'""]",2009-08-16,2009-08-16,0,0,0,0
Suji Sakari Park,5.07,216,50753,42136,134,0,Doujinshi,2,2,Finished,"Aug  17, 2014 to Dec  30, 2014","[""'Hentai'""]",Seinen,Badi,"[""'Fujisaka,Lyric'""]",2014-08-17,2014-12-30,0,0,0,0
Hakai Yuugi,5.07,216,50754,40871,145,0,Doujinshi,1,2,Finished,"Dec  31, 2013","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Sakura,Romako'""]",2013-12-31,2013-12-31,0,0,0,0
Koibito Ijou Tomodachi Miman,5.07,216,50755,36588,191,0,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Hentai'""]",Seinen,Reijin,"[""'Sakura,Romako'""]",2012-12-31,2012-12-31,0,0,0,0
Sensei ga Konna ni Do Hentai nan datte Koto wo Touzen Minna wa Shiranai,5.07,216,50756,38303,170,0,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Hentai'""]",Shoujo,Galette meets,"[""'Sakura,Romako'""]",2013-08-11,2013-08-11,0,0,0,0
Ureshi Hime Kankan,5.07,216,50757,40353,149,1,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Hentai'""]",Seinen,Reijin,"[""'Tsukusun'""]",2014-08-17,2014-08-17,0,0,0,0
Shoukadou,5.07,216,50758,43664,123,1,Doujinshi,7,2,Finished,"Aug  17, 2008 to Aug  12, 2012","[""'Boys Love'"", ""'Romance'"", ""'Supernatural'"", ""'Erotica'"", ""'School'""]",Shoujo,Reijin,"[""'Matsu,Takeshi'"", ""'Matsuzaki,Tsukasa'""]",2008-08-17,2012-08-12,0,0,0,0
Yoru to Asa,5.07,216,50759,32532,253,0,Doujinshi,1,6,Finished,"May  3, 2005 to Aug  13, 2006","[""'Boys Love'"", ""'Comedy'"", ""'Erotica'"", ""'Historical'""]",Seinen,Comic ExE,"[""'Naono,Bohra'""]",2005-05-03,2006-08-13,0,0,0,0
Boku no Neechan ga Hentai de Komaru.,5.07,216,50760,34084,228,4,Doujinshi,2,2,Finished,"Feb  20, 2011 to Jun  26, 2011","[""'Hentai'""]",Seinen,Galette,"[""'Pikao'""]",2011-02-20,2011-06-26,0,0,0,0
