Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Shikabanechou Undead,6.34,317,17658,12081,"1,441",6,4,22,Finished,"Nov  25, 2015 to Mar  10, 2018","['Action', 'Horror']",[],"Iwaaki, Haru (Story & Art)",0,"[0, 0, 0]"
Social Game Service Shuuryou no Oshirase,6.34,137,17659,29317,323,0,1,Unknown,Finished,"May  6, 2017","['Drama', 'Girls Love']",[],Ajiichi (Story & Art),0,"[0, 0, 0]"
NEET dakedo Hello Work ni Ittara Isekai ni Tsuretekareta,6.34,1968,17660,2928,"7,424",13,Unknown,Unknown,Publishing,"Dec  1, 2017 to ?","['Action', 'Comedy', 'Fantasy', 'Romance']","['Harem', 'Isekai']","Katsura, Kasuga (Story), Takano, Itsuki (Art)",3,"[2, 1, 0]"
Sarashina Subaru-kun no Meirei wa Zettai!! (What Subaru Sarashina Says Goes!),6.34,264,17661,18851,745,2,2,12,Finished,"Oct  18, 2016 to Dec  18, 2017",[],[],"Uruu, Akua (Story & Art)",0,"[0, 0, 0]"
Bungaku Shojo (Before We Knew It),6.34,293,17662,16704,904,11,11,57,Finished,"Jul  27, 2016 to Aug  11, 2021","['Drama', 'Romance']",[],"Nakano, Mayaka (Story & Art)",0,"[0, 0, 0]"
Ore no Ie ga Maryoku Spot Datta Ken: Sundeiru dake de Sekai Saikyou,6.34,2859,17663,2086,"10,048",27,Unknown,Unknown,Publishing,"May  26, 2018 to ?",[],[],"Amaui, Shiroichi (Story), chippi (Art)",2,"[1, 1, 0]"
Sword Art Online: Kirito no Gun Gale Wars (Sword Art Online: Kirito's Gun Gale Wars),6.34,211,17664,18445,771,4,1,7,Finished,"Jan  31, 2018 to Oct  22, 2018","['Comedy', 'Fantasy', 'Ecchi']",[],"Kuroge, Wagyuu (Story & Art)",0,"[0, 0, 0]"
Jisatsu shitai Onna Yuusha ni Maou ga Komarasareteimasu! (The Devil Is Troubled by the Suicidal Heroine!),6.34,318,17665,12396,"1,394",0,2,18,Finished,"Jun  19, 2018 to Apr  16, 2019","['Comedy', 'Fantasy']",[],Bushiyama (Story & Art),0,"[0, 0, 0]"
"Wakeari Akuyaku Reijou wa, Konyaku Hakigo no Jinsei wo Jiyuu ni Ikiru (The Villainess with Special Circumstances)",6.34,1128,17666,6501,"3,169",4,4,30,Finished,"Aug  14, 2018 to Dec  8, 2020","['Fantasy', 'Romance']",[],"Uzuki, Mitsubi (Story), Tomizuki, Ichino (Art)",2,"[0, 0, 2]"
Slime Tensei.: Daikenja ga Youjo Elf ni Dakishimeraretemasu,6.34,350,17667,10108,"1,834",10,6,35,Finished,"Jul  12, 2018 to Mar  12, 2021",[],[],"Tsukiyo, Rui (Story), Warabimochi, Kinako (Art)",0,"[0, 0, 0]"
Kiss shite Kurenakya Shinjau (Your kiss is the only medicine),6.34,457,17668,9784,"1,912",3,3,31,Finished,"Mar  1, 2019 to Jun  5, 2020","['Comedy', 'Romance']",[],"Nishikida, Keishi (Story & Art)",2,"[2, 0, 0]"
Watashi wa S ni Sakaraenai (I Can't Refuse S),6.34,114,17669,24553,465,2,6,32,Finished,"Nov  20, 2017 to Oct  20, 2019","['Drama', 'Romance']",[],"Hibiki, Ai (Story & Art)",0,"[0, 0, 0]"
Magan to Dangan wo Tsukatte Isekai wo Buchinuku! (Shoot Through a Different World with Magical Eyes and Bullets!),6.34,1232,17670,4187,"5,203",11,Unknown,Unknown,Publishing,"Mar  8, 2019 to ?","['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']","Sena, Monaco (Art), Katana, Kaji (Story)",0,"[0, 0, 0]"
"Doshomin no Watashi, Jitsu wa Tenseisha deshita",6.34,103,17671,23808,493,0,3,16,Finished,"Nov  4, 2019 to Oct  31, 2022","['Adventure', 'Fantasy']",[],"Yoshinoya, Sakurako (Story), Agewo (Art)",0,"[0, 0, 0]"
"Fuguushoku ""Kajishi"" dakedo Saikyou desu: Kizukeba Nandemo Tsukureru You ni Natteita Otoko no Nonbiri Slow Life",6.34,2904,17672,2491,"8,606",11,11,163,Finished,"Jul  27, 2020 to Oct  30, 2023","['Adventure', 'Fantasy']",[],"Yoshimura, Hideaki (Art), Kijima, Ryuuta (Story)",0,"[0, 0, 0]"
Ijimekaeshi.: Fukushuu no Calendrier (Calendrier Vengeur),6.34,332,17673,11304,"1,582",5,Unknown,Unknown,Publishing,"Oct  12, 2018 to ?","['Drama', 'Suspense']",[],"Murashita, Q-Zou (Story & Art)",1,"[1, 0, 0]"
Kaidanbayashi,6.34,130,17647,28051,355,0,Unknown,4,Finished,"Aug  21, 2017","['Comedy', 'Horror']",[],"Oono, Kousuke (Story & Art)",0,"[0, 0, 0]"
"Ouritsu Mahou Gakuen no Saikasei: Slum Agari no Saikyou Mahoushi, Kizoku darake no Gakuen de Musou suru (The Irregular of the Royal Academy of Magic)",6.34,3394,17675,1898,"11,063",49,Unknown,Unknown,Publishing,"Jan  28, 2021 to ?",[],[],"Kankitsu, Yusura (Story), Nagatsuki, Fumi (Art)",4,"[0, 3, 1]"
RahXephon,6.34,983,17677,8925,"2,153",19,3,16,Finished,"Sep  19, 2001 to Nov  19, 2002","['Action', 'Drama', 'Sci-Fi']",[],"Momose, Takeaki (Art), Izubuchi, Yutaka (Story)",4,"[1, 1, 2]"
Daten no Tsuki (Fallen Moon),6.34,700,17678,11780,"1,492",6,1,6,Finished,"Apr  5, 2004",[],[],"Hasumi, Toui (Story & Art)",0,"[0, 0, 0]"
"17-sai, Natsu.: Seifuku no Jouji",6.34,2039,17679,5591,"3,758",4,1,4,Finished,"Sep  26, 2006",[],[],"Watanabe, Shiho (Story & Art)",2,"[1, 0, 1]"
Love Vibes,6.34,946,17680,9539,"1,974",7,1,7,Finished,Sep  1996,"['Girls Love', 'Romance']",[],"Sakurazawa, Erica (Story & Art)",0,"[0, 0, 0]"
A Cat That Loved a Fish,6.34,2763,17681,4711,"4,539",14,Unknown,1,Finished,2005,[],[],"Yoon, Mi-Kyung (Story & Art)",6,"[5, 0, 1]"
Denmu Jikuu (Chronowar),6.34,188,17682,18885,743,2,1,9,Finished,1994,"['Action', 'Drama', 'Sci-Fi']",[],"Takayama, Kazumasa (Story & Art)",0,"[0, 0, 0]"
Citrus Eyes,6.34,477,17683,14767,"1,088",2,1,5,Finished,"Apr  24, 2002","['Drama', 'Romance']",[],"Ooya, Kazumi (Story & Art)",2,"[1, 1, 0]"
Monkey's Foot,6.34,239,17684,25781,424,0,Unknown,1,Finished,2005,[],[],"Osaka, Mieko (Story & Art)",1,"[1, 0, 0]"
Yakusoku no Yubi,6.34,196,17685,27919,359,1,Unknown,1,Finished,"Jun  18, 2007",[],[],"Yuzuha, Seiro (Story & Art)",0,"[0, 0, 0]"
"Dakara Ore ni Shina yo (Therefore, Please Choose Me)",6.34,1975,17686,5394,"3,929",3,2,11,Finished,"Feb  20, 2008 to Jul  19, 2008","['Drama', 'Romance']",[],"Minase, Ai (Story & Art)",3,"[0, 0, 3]"
Maou Dante,6.34,980,17687,8095,"2,435",6,3,Unknown,Finished,"Jan  1, 1971 to Jun  1, 1971","['Fantasy', 'Horror', 'Sci-Fi', 'Supernatural']","['Mythology', 'Psychological']","Nagai, Go (Story & Art)",3,"[0, 1, 2]"
Kiss to Karada,6.34,315,17688,21932,573,0,1,2,Finished,Not available,[],[],"Hamaguchi, Natsuko (Story & Art)",0,"[0, 0, 0]"
Taisougi,6.34,792,17689,9395,"2,017",7,1,9,Finished,Jun  2002,[],[],"Kago, Shintarou (Story & Art)",1,"[1, 0, 0]"
Flesh & Blood,6.34,180,17690,27118,382,0,3,3,Finished,Not available,[],[],"Fuwa, Shinri (Story & Art)",0,"[0, 0, 0]"
Futsutsukana Ani desu ga (My Brother is Rude),6.34,142,17691,30973,283,0,Unknown,1,Finished,May  2005,"['Romance', 'Slice of Life']",[],"Yamada, Yugi (Story & Art)",0,"[0, 0, 0]"
Desire,6.34,402,17692,9671,"1,938",3,25,214,Finished,1997 to  2006,[],"['Harem', 'Psychological']","Kotani, Kenichi (Story & Art)",1,"[0, 0, 1]"
Roll,6.34,370,17645,19211,722,0,Unknown,1,Finished,2007,[],[],"Saizaki, Ren (Art)",0,"[0, 0, 0]"
Asa made Jugyou Chu! (See Me After Class),6.34,4996,17646,1435,"14,353",75,4,49,Finished,"Jun  27, 2008 to Nov  27, 2015","['Comedy', 'Romance', 'Ecchi']","['Crossdressing', 'Harem', 'School']","Ohta, Akiyoshi (Story), Munyuu (Art)",4,"[1, 3, 0]"
G-Maru Edition,6.34,1678,17647,5329,"3,982",14,2,16,Finished,"May  19, 2010 to Dec  19, 2012","['Comedy', 'Sci-Fi', 'Supernatural', 'Ecchi']",[],"Kawashita, Mizuki (Story & Art)",3,"[2, 0, 1]"
Watashi ga Oneechan Nan Dakara ne!,6.34,155,17648,21281,607,1,2,14,Finished,"Dec  16, 2009 to Apr  27, 2011","['Comedy', 'Romance', 'Ecchi']",[],Unagimaru (Story & Art),0,"[0, 0, 0]"
Garou Densetsu: Senritsu no Maougai,6.34,115,17649,29995,306,2,2,10,Finished,1993 to  1994,"['Action', 'Fantasy', 'Supernatural']","['Historical', 'Martial Arts', 'Mythology']","Ishikawa, Ken (Story & Art)",1,"[1, 0, 0]"
Tengen Toppa Gurren Lagann: Rasen Shounentan,6.34,554,17650,11227,"1,599",4,1,5,Finished,"Jun  26, 2009 to Jan  26, 2010","['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",[],"Takuma, Tomomasa (Art)",2,"[1, 0, 1]"
Sengoku Armors,6.34,476,17651,13848,"1,197",0,2,17,Finished,"Mar  7, 2011 to Jul  11, 2011","['Action', 'Comedy']",[],"Sakaki, Shouta (Story & Art)",0,"[0, 0, 0]"
Kimi Nakute (The Colour of Desire),6.34,159,17652,31436,274,0,1,Unknown,Finished,2008,[],[],"Darcy, Emma (Story), Hayasaka, Amii (Art)",0,"[0, 0, 0]"
Yusuraume,6.34,121,17653,30961,283,1,Unknown,1,Finished,"Apr  30, 2007","['Girls Love', 'Romance', 'Slice of Life']",[],"Aoki, Ume (Story & Art)",0,"[0, 0, 0]"
Hana Michi Otome,6.34,605,17654,10118,"1,831",1,2,13,Finished,"Nov  25, 2010 to Nov  24, 2011","['Romance', 'Slice of Life']",[],Hamasin (Story & Art),1,"[0, 1, 0]"
Momorubu,6.34,253,17655,22195,562,0,2,10,Finished,"Aug  5, 2011 to May  2, 2012",[],"['Harem', 'School']",Shigahaku (Story & Art),0,"[0, 0, 0]"
Sono Saki no Fuukei,6.34,460,17656,11843,"1,479",5,1,4,Finished,"May  8, 2010 to Jan  8, 2013",[],[],"Fujiwara, Kaoru (Story & Art)",1,"[1, 0, 0]"
Kakumeiki Valvrave,6.34,127,17657,20298,658,3,1,4,Finished,"Jun  4, 2013 to Dec  19, 2013","['Action', 'Drama', 'Romance', 'Sci-Fi']",[],"Tsuchiya, Karegashi (Art)",0,"[0, 0, 0]"
Gaogao (Roar!!),6.34,134,17676,36742,189,0,Unknown,1,Finished,"Sep  30, 2024",[],[],"Oki, Kotatsu (Story & Art)",0,"[0, 0, 0]"
Sakana no Miru Yume,6.34,734,17693,11321,"1,579",7,2,12,Finished,"Apr  12, 2011 to May  22, 2013","['Drama', 'Girls Love']",[],"Ogawa, Maiko (Story & Art)",1,"[0, 0, 1]"
Nozomu Nozomi,6.34,2264,17694,4824,"4,421",27,2,15,Finished,"Oct  15, 2010 to Feb  28, 2014",[],[],"Nagatsuki, Misoka (Story & Art)",4,"[2, 0, 2]"
Risou no Kareshi-tachi,6.34,1527,17695,7379,"2,726",14,Unknown,1,Finished,"Oct  27, 2010","['Drama', 'Horror', 'Romance']",[],"Honda, Honomi (Story & Art)",1,"[1, 0, 0]"
Secret,6.34,2653,17696,2800,"7,764",38,3,17,Finished,"Oct  12, 2013 to Feb  12, 2015","['Horror', 'Mystery']",[],"Tonogai, Yoshiki (Story & Art)",2,"[1, 0, 1]"
Totsuzen... Kekkon! (Suddenly... Marriage!),6.34,173,17697,28225,350,0,1,Unknown,Finished,"Jun  11, 2011",[],[],"Midori, Yukako (Art), Ferrarella, Marie (Story)",0,"[0, 0, 0]"
Tomoe Mami no Heibon na Nichijou,6.34,127,17698,17681,826,3,Unknown,Unknown,Publishing,"Jun  8, 2012 to ?","['Comedy', 'Slice of Life']",[],"Magica Quartet (Story), Arata, Mai (Story & Art)",2,"[1, 0, 1]"
Soredemo Bokura wa Koi wo Suru,6.34,758,17699,11159,"1,612",0,1,6,Finished,"Aug  20, 2014 to Oct  20, 2014",[],[],"Kyoumachi, Hisa (Story & Art)",0,"[0, 0, 0]"
Judos,6.34,169,17700,20734,634,0,3,21,Finished,"Sep  8, 2014 to Jan  19, 2015","['Action', 'Comedy']",[],"Kondou, Shinsuke (Story & Art)",0,"[0, 0, 0]"
Shounen☆Princess,6.34,834,17701,10999,"1,645",4,1,5,Finished,"Jan  18, 2014 to May  19, 2014",[],[],"Matsuri, Seishirou (Story & Art)",2,"[1, 1, 0]"
"Saikyou Kensei no Mahou Shugyou: Level 99 no Status wo Tamotta Mama Level 1 kara Yarinaosu (Strongest Swordsman's Magic Training: Reincarnated with Level 99 Stats, He Gets to Start Over from Level 1)",6.34,259,17631,14022,"1,175",0,4,15,Finished,"Nov  26, 2020 to May  11, 2023","['Action', 'Adventure', 'Fantasy']",[],"Nenjuu, Mugichatarou (Story), Satsuki, Yami (Art)",1,"[0, 1, 0]"
Gigantis,6.34,684,17632,7918,"2,498",7,5,39,Finished,"Aug  4, 2021 to Jul  5, 2023","['Action', 'Horror', 'Sci-Fi']",[],"Tachibana, Kenichi (Art), Komori, Yoichi (Story)",1,"[0, 1, 0]"
Kyuu ni Ane ga Dekimashite!,6.34,292,17633,10419,"1,766",4,Unknown,Unknown,Publishing,"Oct  8, 2021 to ?","['Comedy', 'Romance']",[],"Rokushou, Kokuu (Story & Art)",1,"[0, 1, 0]"
Wakarase♥Deka-Maid-chan,6.34,143,17634,22466,548,4,3,24,Finished,"Apr  1, 2022 to Aug  2, 2024","['Comedy', 'Ecchi']",[],UruUru (Story & Art),0,"[0, 0, 0]"
Your Regrets Mean Nothing to Me,6.34,277,17635,13419,"1,251",0,Unknown,135,Finished,"Dec  7, 2021 to Jun  25, 2024","['Drama', 'Fantasy']",[],"Gaonnarabit (Story), Jeje (Art)",0,"[0, 0, 0]"
"Thumbs Up, Level Up",6.34,156,17636,18769,750,2,Unknown,Unknown,Publishing,"Feb  11, 2022 to ?","['Action', 'Fantasy']",[],"Big Light (Story), Ttaenggu (Art)",0,"[0, 0, 0]"
Gal Assistant,6.34,1428,17637,5590,"3,761",6,3,30,"Love Status Quo

                Love Status Quo,                    Otaku Culture

                Otaku Culture","Sep  8, 2022 to Oct  19, 2023","['Comedy', 'Ecchi']",[],"Kuda, Shouta (Story & Art)",2,"[0, 2, 0]"
From Maid to Queen,6.34,108,17638,23176,517,1,Unknown,105,Finished,"Mar  23, 2022 to Mar  13, 2024","['Fantasy', 'Romance']",[],"Shainea (Art), Woo, Subin (Story)",0,"[0, 0, 0]"
Konse wa Goen ga Arimasu You ni!,6.34,182,17639,15673,998,2,Unknown,Unknown,Publishing,"Sep  9, 2022 to ?","['Romance', 'Ecchi']","['Harem', 'School', 'Time Travel']",Yukino (Story & Art),1,"[1, 0, 0]"
"Sonna Hiroki mo Isekai e (Hiroki, Too, Gets Summoned into Another World)",6.34,155,17640,16811,894,0,3,30,Finished,"May  9, 2022 to Aug  25, 2023","['Adventure', 'Comedy', 'Fantasy']",[],"Sagara, Riri (Art), Okamoto, Kentarou (Story)",1,"[1, 0, 0]"
Reloaded into the Other World,6.34,446,17641,9265,"2,048",1,Unknown,Unknown,Publishing,"Apr  22, 2022 to ?","['Action', 'Fantasy']",[],"Yim, Kyung-bae (Story), Chocho (Art)",2,"[0, 2, 0]"
Uchi no Ojousama no Hanashi wo Kiite Kure: Akuyaku Reijou Kouryaku Kiroku,6.34,211,17642,13084,"1,296",2,Unknown,Unknown,Publishing,"Jan  11, 2023 to ?","['Action', 'Fantasy', 'Romance']",[],"Shaa (Art), Gardenia (Story)",0,"[0, 0, 0]"
Jinsei 2-shuume wa Yandere Kareshi wo Amayakashite Happy End ni Narimasu!!,6.34,269,17643,18882,743,3,2,12,Finished,"Oct  29, 2021 to Jan  27, 2023","['Drama', 'Romance']",[],"Kakitsubata, Waka (Story & Art)",0,"[0, 0, 0]"
Lilia Pregnant the World End,6.34,523,17644,6888,"2,973",5,Unknown,Unknown,Publishing,"Apr  28, 2023 to ?","['Comedy', 'Fantasy', 'Romance', 'Ecchi']",[],"Sakayama, Shinta (Story & Art)",1,"[1, 0, 0]"
Katajikenai,6.34,303,17702,17922,808,0,1,9,Finished,May  1988,"['Action', 'Drama']","['Historical', 'Psychological', 'Samurai']","Koike, Keiichi (Art), Kanzaki, Mugen (Story)",0,"[0, 0, 0]"
Ultimate Antihero,6.34,2938,17703,3696,"5,894",15,2,8,Finished,"May  27, 2015 to Feb  10, 2016","['Action', 'Fantasy']",[],"Misora, Riku (Story), Uonuma, Yuu (Art)",3,"[1, 0, 2]"
Adam to Eve (Adam and Eve),6.34,1161,17704,7131,"2,834",13,2,15,Finished,"Oct  9, 2015 to Jul  22, 2016","['Action', 'Drama', 'Supernatural']",[],"Ikegami, Ryouichi (Art), Yamamoto, Hideo (Story)",1,"[1, 0, 0]"
Renai Metro,6.34,383,17705,14202,"1,155",4,3,12,Finished,"Aug  24, 2013 to Jun  24, 2014","['Romance', 'Slice of Life']",[],"Yamaguchi, Nene (Story & Art)",2,"[0, 1, 1]"
Nostradamus Love,6.34,388,17706,19451,707,1,1,13,Finished,"Jan  25, 2013 to Dec  27, 2013","['Comedy', 'Romance', 'Slice of Life']",[],"Fuyukawa, Tomoko (Story & Art)",1,"[1, 0, 0]"
Boku Mushi,6.34,524,17707,12446,"1,384",11,1,16,Finished,"Oct  19, 1989 to Apr  24, 1996","['Avant Garde', 'Comedy']",[],Nishioka Kyoudai (Story & Art),1,"[1, 0, 0]"
LIttLE 13,6.34,245,17708,17508,839,1,1,14,Finished,"Jul  30, 2014 to Oct  30, 2015","['Action', 'Horror']",[],"Matsunaga, Takayuki (Story & Art)",2,"[1, 1, 0]"
Iceland,6.34,147,17709,26710,394,1,1,Unknown,Finished,"Aug  10, 2016",[],[],"Yokoyama, Yuuichi (Story & Art)",1,"[1, 0, 0]"
Nikai Bongai Barabarujura,6.34,437,17710,16946,884,2,Unknown,1,Finished,"Oct  3, 2016","['Action', 'Supernatural']",[],"Akutami, Gege (Story & Art)",0,"[0, 0, 0]"
Yometori!,6.33,354,17711,19149,727,0,1,18,Finished,"Feb  18, 2013 to Apr  17, 2015","['Comedy', 'Girls Love']",[],Sukoyaka (Story & Art),0,"[0, 0, 0]"
Danshiryou de Himitsu no Kiss,6.33,189,17712,26669,395,1,Unknown,1,Finished,"Mar  15, 2011",[],"['Crossdressing', 'School']","Ginnobashi, Rin (Story & Art)",0,"[0, 0, 0]"
Versailles of the Dead,6.33,371,17713,8687,"2,228",7,5,38,Finished,"Jan  7, 2016 to Oct  24, 2020","['Action', 'Horror']",[],"Suekane, Kumiko (Story & Art)",2,"[1, 0, 1]"
Kume Short,6.33,221,17714,24025,485,1,Unknown,1,Finished,"Jan  27, 2016",[],[],"Kumeta, Kouji (Story & Art)",0,"[0, 0, 0]"
Renai Harem Game Shuuryou no Oshirase ga Kuru Koro ni (Harem Royale: When the Game Ends),6.32,520,17801,7497,"2,674",6,4,19,Finished,"Nov  26, 2016 to Jan  26, 2019","['Romance', 'Suspense']","['Harem', 'School']","Higa, Yukari (Art), Ryukishi07 (Story)",1,"[1, 0, 0]"
Coyote,6.33,271,17715,20868,627,1,1,5,Finished,"Jun  30, 2012 to Jul  1, 2013","['Action', 'Fantasy', 'Sci-Fi']",[],"Awata, Sei (Story & Art)",2,"[0, 1, 1]"
Nobunaga-sensei no Osanazuma,6.33,162,17716,14427,"1,127",8,5,29,Finished,"May  25, 2017 to Aug  24, 2019","['Comedy', 'Romance', 'Ecchi']","['School', 'Time Travel']","Konno, Azure (Story & Art)",1,"[1, 0, 0]"
11eyes: Tsumi to Batsu to Aganai no Shoujo,6.33,1688,17734,4778,"4,462",27,3,12,Finished,"Aug  26, 2009 to Sep  25, 2010","['Action', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",[],"Ayano, Naoto (Art)",4,"[1, 2, 1]"
Bokusatsu Tenshi Dokuro-chan Ripiru,6.33,135,17735,17575,834,0,3,19,Finished,Oct  2006 to Oct  2008,"['Comedy', 'Supernatural', 'Ecchi']",[],"Okayu, Masaki (Story)",0,"[0, 0, 0]"
Kono Uta wa Kimi no Tameni,6.33,404,17736,18476,769,2,1,4,Finished,2007,"['Romance', 'Slice of Life']",[],"Utsugi, Sakuko (Story & Art)",0,"[0, 0, 0]"
Sayonara Nippon,6.33,292,17737,15377,"1,029",0,1,11,Finished,Aug  1977 to Feb  1980,"['Drama', 'Slice of Life']",[],"Otomo, Katsuhiro (Story & Art)",0,"[0, 0, 0]"
Fragile - Sayonara Tsuki no Haikyo,6.33,199,17738,21450,598,10,1,6,Finished,Dec  2008,[],[],"Sumino, Hirune (Story & Art)",0,"[0, 0, 0]"
Momo to Botan to Yuri no Hana,6.33,596,17739,13811,"1,201",1,Unknown,5,Finished,"Oct  6, 2010 to  2010","['Comedy', 'Girls Love', 'Romance']",[],"Mitsuboshi, Megane (Story & Art), Mihoshi, Megane (Story & Art)",1,"[1, 0, 0]"
Aruite Ippo!!,6.33,488,17740,12720,"1,345",2,3,24,Finished,"Jun  27, 2006 to Nov  15, 2007","['Comedy', 'Romance', 'Ecchi']",[],"Takeda, Sun (Story & Art)",0,"[0, 0, 0]"
Fairytale of Winter,6.33,403,17741,18448,771,0,Unknown,1,Finished,Jun  2001,[],[],"Xia, Da (Story & Art)",1,"[0, 1, 0]"
Ari & Kirigirisu: Assortment,6.33,190,17742,22820,532,0,1,15,Finished,"Jun  10, 2011 to Apr  25, 2012",[],[],"Naoe, Marimo (Story & Art)",0,"[0, 0, 0]"
Tsukimi no Soba,6.33,273,17743,22993,525,1,Unknown,1,Finished,"Aug  1, 2011","['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance']",[],"Ogura, Yuuya (Story & Art)",1,"[0, 0, 1]"
Ai de Asobu.,6.33,350,17744,18943,740,3,1,11,Finished,Mar  2003 to Apr  2010,[],[],"Ninomiya, Hikaru (Story & Art)",1,"[0, 1, 0]"
Enma no Hanayome to Kimetsukerareta Fukou na Ore no Jinsei Keikaku,6.33,2431,17745,4615,"4,637",4,1,6,Finished,"Nov  28, 2011 to Sep  27, 2012","['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'School']","Yuuki, Sakuya (Story & Art)",1,"[1, 0, 0]"
Himeyaka na Tousaku,6.33,1505,17746,7230,"2,786",7,1,5,Finished,2011,"['Comedy', 'Romance']",[],"Momono, Miku (Story & Art)",1,"[1, 0, 0]"
Dotou no Yuushatachi,6.33,1368,17747,7841,"2,526",3,Unknown,1,Finished,"Jan  4, 2012",[],[],"Murata, Yusuke (Art), ONE (Story)",1,"[0, 0, 1]"
Kioh x Kioh,6.33,221,17748,26803,392,0,Unknown,1,Finished,"Aug  12, 2011","['Action', 'Adventure', 'Fantasy', 'Supernatural']",[],"Muranaka, Souta (Story & Art)",0,"[0, 0, 0]"
Phi Brain: Kami no Puzzle,6.33,256,17749,17202,863,4,2,11,Finished,"Nov  10, 2011 to Sep  10, 2012","['Action', 'Mystery']","['High Stakes Game', 'Strategy Game']","Yatate, Hajime (Story), Togawa, Yoshiki (Art)",0,"[0, 0, 0]"
Misshitsu no Rakuen,6.33,472,17750,17954,806,1,Unknown,1,Finished,"Mar  23, 2013","['Drama', 'Slice of Life']",[],"Shiina, Chika (Story & Art)",0,"[0, 0, 0]"
Gal to Tsukiacchatta Anthology,6.33,244,17717,15676,998,5,1,12,Finished,"Jun  26, 2017","['Comedy', 'Romance', 'Ecchi']",[],"Gotsubo, Ryuuji (Story & Art), Mocoyama, Jin (Story & Art), Watarai, Keiji (Story & Art), Ooha, Maiko (Story & Art), Okushou (Story), Tsunemi, Aosa (Story & Art), Ueno, Meguru (Story & Art), Kashima, Ui (Story & Art), Nikaidou, Kou (Story & Art), Taiyou, Marii (Story & Art), Suruga, Kuroitsu (Story & Art), Yamataka, Morito (Story & Art)",0,"[0, 0, 0]"
Stalkers,6.33,1236,17718,6278,"3,300",6,3,24,Finished,"Mar  27, 2018 to Apr  27, 2020","['Comedy', 'Romance']",[],"Hanatsuka, Shiori (Story & Art)",1,"[1, 0, 0]"
Shiro Ihon,6.33,359,17719,16538,919,1,3,21,Finished,"Jan  20, 2017 to Jan  20, 2020",[],[],"Hokazono, Masaya (Story), Takaminato, Motosuke (Art)",0,"[0, 0, 0]"
Kyou kara Ore wa!!: Yuusha Sagawa to Ano Futari-hen,6.33,291,17720,21042,618,3,1,4,Finished,"Nov  24, 2018 to Feb  25, 2019","['Comedy', 'Drama', 'Supernatural']","['Delinquents', 'Psychological', 'Time Travel']","Nishimori, Hiroyuki (Story & Art)",1,"[1, 0, 0]"
Otome no Harawata Hoshi no Iro,6.33,1193,17721,4852,"4,387",21,4,17,Finished,"Dec  4, 2018 to Feb  4, 2020","['Comedy', 'Sci-Fi', 'Ecchi']",[],"Ishito, Yuura (Story & Art)",2,"[1, 0, 1]"
Super Dragon Ball Heroes: Universe Mission!!,6.33,490,17722,12760,"1,340",14,2,12,Finished,"Apr  6, 2018 to Feb  1, 2020","['Action', 'Adventure', 'Sci-Fi']","['Space', 'Super Power']","Nagayama, Yoshitaka (Story & Art)",2,"[0, 2, 0]"
"Watashi wa Akuyaku Reijou nanka ja Nai!!: Yamitsukai dakara tte Kanarazushimo Akuyaku dato Omouna yo (I'm not a Villainess!! Just Because I Can Control Darkness, Doesn't Mean I'm a Villain)",6.33,2084,17723,4073,"5,345",8,3,21,Finished,"Jul  10, 2019 to Jul  14, 2021","['Adventure', 'Drama', 'Fantasy', 'Romance']",[],"Fujiwara, Rika (Art), Otonashi, Satsuki (Story)",4,"[1, 1, 2]"
Oujo Denka wa Oikari no you desu (Her Royal Highness Seems to be Angry),6.33,380,17724,11220,"1,600",8,5,28,Finished,"Aug  9, 2019 to Oct  14, 2022","['Action', 'Fantasy']",[],"Yatsuhashi, Kou (Story), Yotsuba, Neko (Art)",0,"[0, 0, 0]"
Tensei shitara Party ga Otokonoko darake Datta kedo Danjite Ore wa Shotacon ja Nai!,6.33,115,17725,24766,456,4,Unknown,Unknown,Publishing,"Feb  9, 2019 to ?","['Boys Love', 'Comedy', 'Fantasy']",[],"Marui, Shiro (Story & Art)",0,"[0, 0, 0]"
Saishuu Heiki Kareshi (Ultimate Weapon Honey),6.33,190,17726,26129,412,0,1,6,Finished,"Apr  25, 2012 to Mar  25, 2017","['Boys Love', 'Drama']",[],"Kitahata, Akeno (Story & Art)",0,"[0, 0, 0]"
Shitsugyou Kenja no Nariagari: Kirawareta Sainou wa Sekai Saikyou deshita (The Rise of the Unemployed Wise Man),6.33,1855,17727,3204,"6,808",9,Unknown,Unknown,Publishing,"Jun  7, 2020 to ?","['Action', 'Fantasy']",[],"Mikawa, Ghost (Story), Oomine (Art)",3,"[1, 1, 1]"
Tensei Kusushi wa Isekai wo Meguru (The Pilgrim Apothecary),6.33,188,17728,15154,"1,048",0,4,26,Finished,"Jan  29, 2020 to Oct  13, 2021","['Adventure', 'Comedy', 'Fantasy']",[],"Matsuoka, Yoshinori (Art), Yamakawa, Ibuki (Story)",0,"[0, 0, 0]"
